"Instruction","","Lat","TP","Uops","Ports"
"CMP (M32, I8)","BASE","[≤1;5]","0.25","1",""
"CMP (M32, R32)","BASE","[≤1;5]","0.25","1",""
"CMP (M64, 0)","BASE","[≤1;5]","0.25","1",""
"CMP (M64, I32)","BASE","[≤1;5]","0.25","1",""
"CMP (M64, I8)","BASE","[≤1;5]","0.25","1",""
"CMP (M64, R64)","BASE","[≤1;5]","0.25","1",""
"CMP (M8, 0)","BASE","[≤1;5]","0.25","1",""
"CMP (M8, I8)","BASE","[≤1;5]","0.25","1",""
"CMP (M8, R8h)","BASE","[≤1;5]","0.25","1",""
"CMP (M8, R8l)","BASE","[≤1;5]","0.25","1",""
"CMP (R16, 0)","BASE","1","0.17","1",""
"CMP (R16, I16)","BASE","1","0.17","1",""
"CMP (R16, I8)","BASE","1","0.17","1",""
"CMP (R16, M16)","BASE","[≤1;5]","0.25","1",""
"CMP (R32, 0)","BASE","1","0.17","1",""
"CMP (R32, I32)","BASE","1","0.17","1",""
"CMP (R32, I8)","BASE","1","0.17","1",""
"CMP (R32, M32)","BASE","[≤1;5]","0.25","1",""
"CMP (R64, 0)","BASE","1","0.17","1",""
"CMP (R64, I32)","BASE","1","0.17","1",""
"CMP (R64, I8)","BASE","1","0.17","1",""
"CMP (R64, M64)","BASE","[≤1;5]","0.25","1",""
"CMP (R8h, 0)","BASE","1","0.17","1",""
"CMP (R8h, I8)","BASE","1","0.17","1",""
"CMP (R8h, M8)","BASE","[≤1;5]","0.25","1",""
"CMP (R8l, M8)","BASE","[≤1;5]","0.25","1",""
"CMP (RAX, I32)","BASE","1","0.17","1",""
"CMP_38 (R8h, R8h)","BASE","1","0.17","1",""
"CMP_38 (R8h, R8l)","BASE","1","0.17","1",""
"CMP_38 (R8l, R8h)","BASE","1","0.17","1",""
"CMP_38 (R8l, R8l)","BASE","1","0.17","1",""
"CMP_39 (R16, R16)","BASE","1","0.17","1",""
"CMP_39 (R32, R32)","BASE","1","0.17","1",""
"CMP_39 (R64, R64)","BASE","1","0.17","1",""
"CMP_3A (R8h, R8h)","BASE","1","0.17","1",""
"CMP_3A (R8h, R8l)","BASE","1","0.17","1",""
"CMP_3A (R8l, R8h)","BASE","1","0.17","1",""
"CMP_3A (R8l, R8l)","BASE","1","0.17","1",""
"CMP_3B (R16, R16)","BASE","1","0.17","1",""
"CMP_3B (R32, R32)","BASE","1","0.17","1",""
"CMP_3B (R64, R64)","BASE","1","0.17","1",""
"CMP_R0 (R8l, 0)","BASE","1","0.17","1",""
"CMP_R0 (R8l, I8)","BASE","1","0.17","1",""
"CMP_R4 (R8l, 0)","BASE","1","0.17","1",""
"CMP_R4 (R8l, I8)","BASE","1","0.17","1",""
"CMPSB","BASE","[3;≤7]","3.00","6",""
"CMPSB_REPE","BASE","","27.22","64",""
"CMPSB_REPNE","BASE","","21.00","3",""
"CMPSD","BASE","[3;≤8]","3.00","6",""
"CMPSD_REPE","BASE","","21.00","3",""
"CMPSD_REPNE","BASE","","21.00","3",""
"CMPSW","BASE","[3;≤7]","3.00","6",""
"CMPSW_REPE","BASE","","21.00","3",""
"CMPSW_REPNE","BASE","","21.00","3",""
"CMPXCHG (M16, R16)","BASE","[0;≤17]","3.00","6",""
"CMPXCHG (M32, R32)","BASE","[0;≤17]","3.00","6",""
"CMPXCHG (M64, R64)","BASE","[0;≤17]","3.00","6",""
"CMPXCHG (M8, R8h)","BASE","[0;≤17]","3.00","5",""
"CMPXCHG (M8, R8l)","BASE","[0;≤17]","3.00","5",""
"CMPXCHG (R16, R16)","BASE","[0;2]","3.00","5",""
"CMPXCHG (R32, R32)","BASE","[0;2]","3.00","5",""
"CMPXCHG (R64, R64)","BASE","[0;2]","3.00","5",""
"CMPXCHG (R8h, R8h)","BASE","[0;3]","2.00","3",""
"CMPXCHG (R8h, R8l)","BASE","[0;3]","2.00","3",""
"CMPXCHG (R8l, R8h)","BASE","[0;3]","2.00","3",""
"CMPXCHG (R8l, R8l)","BASE","[0;3]","2.00","3",""
"CMPXCHG8B (M64)","BASE","[0;≤46]","5.00","15",""
"CMPXCHG8B_LOCK (M64)","BASE","[0;≤65]","19.38","15",""
"CMPXCHG_LOCK (M16, R16)","BASE","[0;18]","19.72","6",""
"CMPXCHG_LOCK (M32, R32)","BASE","[0;18]","19.72","6",""
"CMPXCHG_LOCK (M64, R64)","BASE","[0;18]","19.72","6",""
"CMPXCHG_LOCK (M8, R8h)","BASE","[0;18]","19.78","5",""
"CMPXCHG_LOCK (M8, R8l)","BASE","[0;18]","19.80","5",""
"CPUID","BASE","","125.75","86",""
"CWD","BASE","2","1.00","2",""
"CWDE","BASE","1","0.30","1",""
"DEC (M16)","BASE","[≤1;8]","0.52","1",""
"DEC (M32)","BASE","[≤1;8]","0.50","1",""
"DEC (M64)","BASE","[≤1;8]","0.50","1",""
"DEC (M8)","BASE","[≤1;8]","0.52","1",""
"DEC (R16)","BASE","1","0.20","1",""
"DEC (R32)","BASE","1","0.20","1",""
"DEC (R64)","BASE","1","0.20","1",""
"DEC (R8h)","BASE","1","0.25","1",""
"DEC (R8l)","BASE","1","0.20","1",""
"DEC_LOCK (M16)","BASE","[≤7;17]","19.77","1",""
"DEC_LOCK (M32)","BASE","[≤8;18]","19.77","1",""
"DEC_LOCK (M64)","BASE","[≤8;18]","19.77","1",""
"DEC_LOCK (M8)","BASE","[≤7;17]","19.77","1",""
"DIV (M16)","BASE","[10.0;15]","4.00","2",""
"DIV (M32)","BASE","[10.0;17]","6.00","2",""
"DIV (M64)","BASE","[10.0;22]","7.00","2",""
"DIV (M8)","BASE","[10;14]","4.00","1",""
"DIV (R16)","BASE","[10.0;11]","4.00","2",""
"DIV (R32)","BASE","[10.0;13]","6.00","2",""
"DIV (R64)","BASE","[10.0;18]","7.00","2",""
"DIV (R8h)","BASE","10","4.00","1",""
"DIV (R8l)","BASE","10","4.00","1",""
"ENTER (I16, I8)","BASE","≤24","23.00","17",""
"ENTER_W (I16, I8)","BASE","≤8","23.00","17",""
"HLT","BASE","","","",""
"IDIV (M16)","BASE","[10.0;15]","4.00","2",""
"IDIV (M32)","BASE","[10.0;17]","6.00","2",""
"IDIV (M64)","BASE","[10.0;22]","7.00","2",""
"IDIV (M8)","BASE","[10;14]","4.00","1",""
"IDIV (R16)","BASE","[10.0;11]","4.00","2",""
"IDIV (R32)","BASE","[10.0;13]","6.00","2",""
"IDIV (R64)","BASE","[10.0;18]","7.00","2",""
"IDIV (R8h)","BASE","10","4.00","1",""
"IDIV (R8l)","BASE","10","4.00","1",""
"IMUL (M16)","BASE","[0;≤11]","2.00","3",""
"IMUL (M32)","BASE","[≤3;8]","0.67","2",""
"IMUL (M64)","BASE","[≤3;8]","0.67","2",""
"IMUL (M8)","BASE","[≤3;7]","0.33","1",""
"IMUL (R16)","BASE","[0;5]","2.00","3",""
"IMUL (R16, M16)","BASE","[≤3;7]","0.33","1",""
"IMUL (R16, M16, 0)","BASE","[≤4;8]","0.55","2",""
"IMUL (R16, M16, I16)","BASE","[≤4;8]","0.55","2",""
"IMUL (R16, M16, I8)","BASE","[≤4;8]","0.55","2",""
"IMUL (R16, R16)","BASE","3","0.33","1",""
"IMUL (R16, R16, 0)","BASE","4","0.47","2",""
"IMUL (R16, R16, I16)","BASE","4","0.47","2",""
"IMUL (R16, R16, I8)","BASE","4","0.47","2",""
"IMUL (R32)","BASE","[3;4]","0.67","2",""
"IMUL (R32, M32)","BASE","[≤3;7]","0.33","1",""
"IMUL (R32, M32, 0)","BASE","[≤3;7]","0.33","2",""
"IMUL (R32, M32, I32)","BASE","[≤3;7]","0.33","2",""
"IMUL (R32, M32, I8)","BASE","[≤3;7]","0.33","2",""
"IMUL (R32, R32)","BASE","3","0.33","1",""
"IMUL (R32, R32, 0)","BASE","3","0.33","1",""
"IMUL (R32, R32, I32)","BASE","3","0.33","1",""
"IMUL (R32, R32, I8)","BASE","3","0.33","1",""
"IMUL (R64)","BASE","[3;4]","0.67","2",""
"IMUL (R64, M64)","BASE","[≤3;7]","0.33","1",""
"IMUL (R64, M64, 0)","BASE","[≤3;7]","0.33","2",""
"IMUL (R64, M64, I32)","BASE","[≤3;7]","0.33","2",""
"IMUL (R64, M64, I8)","BASE","[≤3;7]","0.33","2",""
"IMUL (R64, R64)","BASE","3","0.33","1",""
"IMUL (R64, R64, 0)","BASE","3","0.33","1",""
"IMUL (R64, R64, I32)","BASE","3","0.33","1",""
"IMUL (R64, R64, I8)","BASE","3","0.33","1",""
"IMUL (R8h)","BASE","3","0.33","1",""
"IMUL (R8l)","BASE","3","0.33","1",""
"IN (AL, 0)","BASE","","5445.83","50",""
"IN (AL, DX)","BASE","","19207.45","50",""
"IN (AL, I8)","BASE","","19219.10","50",""
"IN (AX, 0)","BASE","","5437.38","50",""
"IN (AX, DX)","BASE","","21351.77","50",""
"IN (AX, I8)","BASE","","21328.82","50",""
"IN (EAX, 0)","BASE","","5436.35","50",""
"IN (EAX, DX)","BASE","","25832.80","50",""
"IN (EAX, I8)","BASE","","25831.58","50",""
"INC (M16)","BASE","[≤1;8]","0.52","1",""
"INC (M32)","BASE","[≤1;8]","0.50","1",""
"INC (M64)","BASE","[≤1;8]","0.50","1",""
"INC (M8)","BASE","[≤1;8]","0.52","1",""
"INC (R16)","BASE","1","0.20","1",""
"INC (R32)","BASE","1","0.20","1",""
"INC (R64)","BASE","1","0.20","1",""
"INC (R8h)","BASE","1","0.25","1",""
"INC (R8l)","BASE","1","0.20","1",""
"INC_LOCK (M16)","BASE","[≤7;17]","19.77","1",""
"INC_LOCK (M32)","BASE","[≤8;17]","19.77","1",""
"INC_LOCK (M64)","BASE","[≤8;17]","19.77","1",""
"INC_LOCK (M8)","BASE","[≤7;18]","19.77","1",""
"INSB","BASE","","19237.43","26",""
"INSB_REPE","BASE","","31.00","16",""
"INSB_REPNE","BASE","","31.00","16",""
"INSD","BASE","","25881.80","26",""
"INSD_REPE","BASE","","31.00","16",""
"INSD_REPE_REX64","BASE","","31.00","16",""
"INSD_REPNE","BASE","","31.00","16",""
"INSD_REPNE_REX64","BASE","","31.00","16",""
"INSW","BASE","","21349.12","26",""
"INSW_REPE","BASE","","30.90","16",""
"INSW_REPNE","BASE","","30.90","16",""
"INT (0)","BASE","","","",""
"INT (I8)","BASE","","","",""
"INT3","BASE","","","",""
"INVD","BASE","","","",""
"INVLPG (M8)","BASE","","144.62","27",""
"IRET","BASE","","","",""
"IRETD","BASE","","","",""
"JB (Rel32)","BASE","","0.33","1",""
"JB (Rel8)","BASE","","0.33","1",""
"JBE (Rel32)","BASE","","0.35","1",""
"JBE (Rel8)","BASE","","0.33","1",""
"JL (Rel32)","BASE","","0.35","1",""
"JL (Rel8)","BASE","","0.33","1",""
"JLE (Rel32)","BASE","","0.35","1",""
"JLE (Rel8)","BASE","","0.33","1",""
"JMP (M64)","BASE","","24.00","1",""
"JMP (R64)","BASE","","16.00","1",""
"JMP (Rel32)","BASE","","0.55","1",""
"JMP (Rel8)","BASE","","0.60","1",""
"JMP_FAR (M32)","BASE","","","",""
"JMP_FAR (M48)","BASE","","","",""
"JMP_FAR (M80)","BASE","","","",""
"JNB (Rel32)","BASE","","0.33","1",""
"JNB (Rel8)","BASE","","0.33","1",""
"JNBE (Rel32)","BASE","","0.35","1",""
"JNBE (Rel8)","BASE","","0.33","1",""
"JNL (Rel32)","BASE","","0.36","1",""
"JNL (Rel8)","BASE","","0.33","1",""
"JNLE (Rel32)","BASE","","0.36","1",""
"JNLE (Rel8)","BASE","","0.33","1",""
"JNO (Rel32)","BASE","","0.36","1",""
"JNO (Rel8)","BASE","","0.33","1",""
"JNP (Rel32)","BASE","","0.36","1",""
"JNP (Rel8)","BASE","","0.33","1",""
"JNS (Rel32)","BASE","","0.36","1",""
"JNS (Rel8)","BASE","","0.33","1",""
"JNZ (Rel32)","BASE","","0.36","1",""
"JNZ (Rel8)","BASE","","0.33","1",""
"JO (Rel32)","BASE","","0.35","1",""
"JO (Rel8)","BASE","","0.33","1",""
"JP (Rel32)","BASE","","0.36","1",""
"JP (Rel8)","BASE","","0.33","1",""
"JRCXZ (Rel8)","BASE","","0.33","1",""
"JS (Rel32)","BASE","","0.35","1",""
"JS (Rel8)","BASE","","0.33","1",""
"JZ (Rel32)","BASE","","0.35","1",""
"JZ (Rel8)","BASE","","0.33","1",""
"LAHF","BASE","1","1.00","1",""
"LAR (R16, M16)","BASE","[104;116]","116.10","23",""
"LAR (R16, R16)","BASE","[104;107]","114.10","23",""
"LAR (R32, M16)","BASE","[104;115]","116.00","23",""
"LAR (R32, R32)","BASE","[104;107]","114.00","23",""
"LAR (R64, M16)","BASE","[104;115]","116.00","23",""
"LAR (R64, R64)","BASE","[104;107]","114.00","23",""
"LEA_B (R16)","BASE","1","0.25","2",""
"LEA_B (R32)","BASE","0","0.13","1",""
"LEA_B (R64)","BASE","0","0.13","1",""
"LEA_B_D32 (R16)","BASE","[1;2]","0.39","2",""
"LEA_B_D32 (R32)","BASE","1","0.17","1",""
"LEA_B_D32 (R64)","BASE","1","0.17","1",""
"LEA_B_D8 (R16)","BASE","[1;2]","0.38","2",""
"LEA_B_D8 (R32)","BASE","1","0.17","1",""
"LEA_B_D8 (R64)","BASE","1","0.17","1",""
"LEA_B_I (R16)","BASE","[1;2]","0.38","2",""
"LEA_B_I (R32)","BASE","1","0.17","1",""
"LEA_B_I (R64)","BASE","1","0.17","1",""
"LEA_B_I_D32 (R16)","BASE","[1;3]","2.00","4",""
"LEA_B_I_D32 (R32)","BASE","[1;2]","0.47","2",""
"LEA_B_I_D32 (R64)","BASE","[1;2]","0.47","2",""
"LEA_B_I_D8 (R16)","BASE","[1;3]","2.00","4",""
"LEA_B_I_D8 (R32)","BASE","[1;2]","0.47","2",""
"LEA_B_I_D8 (R64)","BASE","[1;2]","0.47","2",""
"LEA_B_IS (R16)","BASE","[1;2]","0.39","2",""
"LEA_B_IS (R32)","BASE","1","0.17","1",""
"LEA_B_IS (R64)","BASE","1","0.17","1",""
"LEA_B_IS_D32 (R16)","BASE","[1;3]","2.00","4",""
"LEA_B_IS_D32 (R32)","BASE","[1;2]","0.47","2",""
"LEA_B_IS_D32 (R64)","BASE","[1;2]","0.47","2",""
"LEA_B_IS_D8 (R16)","BASE","[1;3]","2.00","4",""
"LEA_B_IS_D8 (R32)","BASE","[1;2]","0.47","2",""
"LEA_B_IS_D8 (R64)","BASE","[1;2]","0.47","2",""
"LEA_D32 (R16)","BASE","1","0.39","2",""
"LEA_D32 (R32)","BASE","","0.17","1",""
"LEA_D32 (R64)","BASE","","0.17","1",""
"LEA_I_D32 (R16)","BASE","[1;2]","0.39","2",""
"LEA_I_D32 (R32)","BASE","1","0.17","1",""
"LEA_I_D32 (R64)","BASE","1","0.17","1",""
"LEA_IS_D32 (R16)","BASE","[1;2]","0.39","2",""
"LEA_IS_D32 (R32)","BASE","1","0.17","1",""
"LEA_IS_D32 (R64)","BASE","1","0.17","1",""
"LEA_R_D32 (R16)","BASE","","0.40","2",""
"LEA_R_D32 (R32)","BASE","","0.33","1",""
"LEA_R_D32 (R64)","BASE","","0.33","1",""
"LEAVE","BASE","[1;4]","0.50","2",""
"LEAVE_W","BASE","[1;5]","2.00","3",""
"LFS (R16, M32)","BASE","","","",""
"LFS (R32, M48)","BASE","","","",""
"LFS (R64, M80)","BASE","","","",""
"LGDT (M80)","BASE","","89.53","26",""
"LGS (R16, M32)","BASE","","","",""
"LGS (R32, M48)","BASE","","","",""
"LGS (R64, M80)","BASE","","","",""
"LIDT (M80)","BASE","","89.69","26",""
"LLDT (M16)","BASE","","234.20","53",""
"LLDT (R16)","BASE","","235.20","53",""
"LMSW (M16)","BASE","","6.00","18",""
"LMSW (R16)","BASE","","6.00","17",""
"LODSB","BASE","[5;≤7]","3.00","3",""
"LODSB_REPE","BASE","","21.00","3",""
"LODSB_REPNE","BASE","","21.00","3",""
"LODSD","BASE","[4;≤7]","3.00","3",""
"LODSD_REPE","BASE","","21.00","3",""
"LODSD_REPNE","BASE","","21.00","3",""
"LODSW","BASE","[5;≤7]","3.00","3",""
"LODSW_REPE","BASE","","21.00","3",""
"LODSW_REPNE","BASE","","21.00","3",""
"LOOP (Rel8)","BASE","1","0.33","1",""
"LOOPE (Rel8)","BASE","1","0.33","1",""
"LOOPNE (Rel8)","BASE","1","0.33","1",""
"LSL (R16, M16)","BASE","[104;116]","59.00","11",""
"LSL (R16, R16)","BASE","[104;107]","114.10","23",""
"LSL (R32, M16)","BASE","[104;115]","59.00","11",""
"LSL (R32, R32)","BASE","[104;107]","114.00","23",""
"LSL (R64, M16)","BASE","[104;115]","59.00","11",""
"LSL (R64, R32)","BASE","[104;107]","114.00","23",""
"LSS (R16, M32)","BASE","","","",""
"LSS (R32, M48)","BASE","","","",""
"LSS (R64, M80)","BASE","","","",""
"LTR (M16)","BASE","","","",""
"LTR (R16)","BASE","","","",""
"MOV (AL, Moffs8)","BASE","≤7","1.00","2",""
"MOV (AX, Moffs16)","BASE","[1;≤7]","1.00","2",""
"MOV (EAX, Moffs32)","BASE","≤7","0.33","2",""
"MOV (M16, I16)","BASE","≤4","0.50","1",""
"MOV (M16, R16)","BASE","[≤1;≤4]","0.50","1",""
"MOV (M16, SEG)","BASE","≤4","1.00","2",""
"MOV (M32, I32)","BASE","≤2","0.50","1",""
"MOV (M32, R32)","BASE","[≤0;≤3]","0.50","1",""
"MOV (M64, I32)","BASE","≤2","0.50","1",""
"MOV (M64, R64)","BASE","[≤0;≤3]","0.50","1",""
"MOV (M8, 0)","BASE","≤4","0.50","1",""
"MOV (M8, I8)","BASE","≤4","0.50","1",""
"MOV (M8, R8h)","BASE","[≤0;≤4]","0.50","1",""
"MOV (M8, R8l)","BASE","[≤1;≤4]","0.50","1",""
"MOV (Moffs16, AX)","BASE","≤7","0.50","2",""
"MOV (Moffs32, EAX)","BASE","≤7","0.50","2",""
"MOV (Moffs64, RAX)","BASE","≤7","0.50","2",""
"MOV (Moffs8, AL)","BASE","≤7","0.50","2",""
"MOV (R, M16)","BASE","","","",""
"MOV (R, R16)","BASE","","","",""
"MOV (R16, I16)","BASE","1","0.20","1",""
"MOV (R16, M16)","BASE","[≤1;5]","0.25","1",""
"MOV (R16, SEG)","BASE","1","1.00","1",""
"MOV (R32, I32)","BASE","","0.17","1",""
"MOV (R32, M32)","BASE","[≤0;4]","0.25","1",""
"MOV (R32, SEG)","BASE","","1.00","1",""
"MOV (R64, I32)","BASE","","0.17","1",""
"MOV (R64, I64)","BASE","","0.33","1",""
"MOV (R64, M64)","BASE","[≤0;4]","0.25","1",""
"MOV (R64, SEG)","BASE","","1.00","1",""
"MOV (R8h, 0)","BASE","1","0.25","1",""
"MOV (R8h, I8)","BASE","1","0.25","1",""
"MOV (R8h, M8)","BASE","[≤1;5]","0.27","1",""
"MOV (R8l, 0)","BASE","1","0.20","1",""
"MOV (R8l, I8)","BASE","1","0.20","1",""
"MOV (R8l, M8)","BASE","[≤1;5]","0.25","1",""
"MOV (RAX, Moffs64)","BASE","≤7","0.33","2",""
"MOV_88 (R8h, R8h)","BASE","1","0.33","1",""
"MOV_88 (R8h, R8l)","BASE","1","0.33","1",""
"MOV_88 (R8l, R8h)","BASE","1","0.33","1",""
"MOV_88 (R8l, R8l)","BASE","1","0.20","1",""
"MOV_89 (R16, R16)","BASE","1","0.20","1",""
"MOV_89 (R32, R32)","BASE","0","0.13","1",""
"MOV_89 (R64, R64)","BASE","0","0.13","1",""
"MOV_8A (R8h, R8h)","BASE","1","0.33","1",""
"MOV_8A (R8h, R8l)","BASE","1","0.33","1",""
"MOV_8A (R8l, R8h)","BASE","1","0.33","1",""
"MOV_8A (R8l, R8l)","BASE","1","0.20","1",""
"MOV_8B (R16, R16)","BASE","1","0.20","1",""
"MOV_8B (R32, R32)","BASE","0","0.13","1",""
"MOV_8B (R64, R64)","BASE","0","0.13","1",""
"MOV_CR (CR, R64)","BASE","","","",""
"MOV_CR (R64, CR)","BASE","","7.00","21",""
"MOV_DR (DR, R64)","BASE","≤115","111.98","51",""
"MOV_DR (R64, DR)","BASE","≤48","43.00","32",""
"MOVSB","BASE","≤5","3.00","5",""
"MOVSB_REPE","BASE","","10.00","48",""
"MOVSB_REPNE","BASE","","10.00","48",""
"MOVSD","BASE","≤5","3.00","5",""
"MOVSD_REPE","BASE","","17.00","58",""
"MOVSD_REPNE","BASE","","17.00","58",""
"MOVSW","BASE","≤5","3.00","5",""
"MOVSW_REPE","BASE","","18.00","62",""
"MOVSW_REPNE","BASE","","18.00","62",""
"MOVSX (R16, M8)","BASE","[≤1;5]","0.25","1",""
"MOVSX (R16, R8h)","BASE","1","0.22","1",""
"MOVSX (R16, R8l)","BASE","1","0.20","1",""
"MOVSX (R32, M16)","BASE","[≤2;5]","0.25","1",""
"MOVSX (R32, M8)","BASE","[≤2;5]","0.25","1",""
"MOVSX (R32, R16)","BASE","1","0.17","1",""
"MOVSX (R32, R8h)","BASE","1","0.17","1",""
"MOVSX (R32, R8l)","BASE","1","0.17","1",""
"MOVSX (R64, M16)","BASE","[≤2;5]","0.25","1",""
"MOVSX (R64, M8)","BASE","[≤2;5]","0.25","1",""
"MOVSX (R64, R16)","BASE","1","0.17","1",""
"MOVSX (R64, R8l)","BASE","1","0.17","1",""
"MOVZX (R16, M8)","BASE","[≤1;5]","0.25","1",""
"MOVZX (R16, R8h)","BASE","1","0.22","1",""
"MOVZX (R16, R8l)","BASE","1","0.20","1",""
"MOVZX (R32, M16)","BASE","[4;≤7]","0.25","1",""
"MOVZX (R32, M8)","BASE","[4;≤7]","0.25","1",""
"MOVZX (R32, R16)","BASE","1","0.17","1",""
"MOVZX (R32, R8h)","BASE","1","0.17","1",""
"MOVZX (R32, R8l)","BASE","1","0.17","1",""
"MOVZX (R64, M16)","BASE","[4;≤7]","0.25","1",""
"MOVZX (R64, M8)","BASE","[4;≤7]","0.25","1",""
"MOVZX (R64, R16)","BASE","1","0.17","1",""
"MOVZX (R64, R8l)","BASE","1","0.17","1",""
"MUL (M16)","BASE","[0;≤11]","2.00","3",""
"MUL (M32)","BASE","[≤3;8]","0.67","2",""
"MUL (M64)","BASE","[≤3;8]","0.67","2",""
"MUL (M8)","BASE","[≤3;7]","0.33","1",""
"MUL (R16)","BASE","[0;5]","2.00","3",""
"MUL (R32)","BASE","[3;4]","0.67","2",""
"MUL (R64)","BASE","[3;4]","0.67","2",""
"MUL (R8h)","BASE","3","0.33","1",""
"MUL (R8l)","BASE","3","0.33","1",""
"NEG (M16)","BASE","[≤1;8]","0.52","1",""
"NEG (M32)","BASE","[≤1;8]","0.50","1",""
"NEG (M64)","BASE","[≤1;8]","0.50","1",""
"NEG (M8)","BASE","[≤1;8]","0.54","1",""
"NEG (R16)","BASE","1","0.20","1",""
"NEG (R32)","BASE","1","0.20","1",""
"NEG (R64)","BASE","1","0.20","1",""
"NEG (R8h)","BASE","1","0.27","1",""
"NEG (R8l)","BASE","1","0.20","1",""
"NEG_LOCK (M16)","BASE","[≤7;17]","19.78","1",""
"NEG_LOCK (M32)","BASE","[≤8;17]","19.78","1",""
"NEG_LOCK (M64)","BASE","[≤8;17]","19.78","1",""
"NEG_LOCK (M8)","BASE","[≤7;18]","19.78","1",""
"NOP","BASE","","0.14","1",""
"NOP (M16)","BASE","","0.13","1",""
"NOP (M32)","BASE","","0.13","1",""
"NOP (M64)","BASE","","0.13","1",""
"NOP (R16)","BASE","","0.13","1",""
"NOP (R32)","BASE","","0.14","1",""
"NOP (R64)","BASE","","0.14","1",""
"NOT (M16)","BASE","[1;≤7]","0.52","1",""
"NOT (M32)","BASE","[1;≤7]","0.50","1",""
"NOT (M64)","BASE","[1;≤7]","0.50","1",""
"NOT (M8)","BASE","[1;≤7]","0.53","1",""
"NOT (R16)","BASE","1","0.20","1",""
"NOT (R32)","BASE","1","0.20","1",""
"NOT (R64)","BASE","1","0.20","1",""
"NOT (R8h)","BASE","1","0.25","1",""
"NOT (R8l)","BASE","1","0.20","1",""
"NOT_LOCK (M16)","BASE","[≤10;13]","19.78","1",""
"NOT_LOCK (M32)","BASE","[≤10;14]","19.78","1",""
"NOT_LOCK (M64)","BASE","[≤10;14]","19.78","1",""
"NOT_LOCK (M8)","BASE","[≤10;13]","19.78","1",""
"OR (AL, 0)","BASE","1","0.28","1",""
"OR (AL, I8)","BASE","1","0.28","1",""
"OR (AX, I16)","BASE","1","0.33","1",""
"OR (EAX, I32)","BASE","1","0.29","1",""
"OR (M16, 0)","BASE","[≤1;8]","0.52","1",""
"OR (M16, I16)","BASE","[≤1;8]","0.52","1",""
"OR (M16, I8)","BASE","[≤1;8]","0.52","1",""
"OR (M16, R16)","BASE","[≤1;8]","0.52","1",""
"OR (M32, 0)","BASE","[≤1;8]","0.50","1",""
"OR (M32, I32)","BASE","[≤1;8]","0.50","1",""
"OR (M32, I8)","BASE","[≤1;8]","0.50","1",""
"OR (M32, R32)","BASE","[≤1;8]","0.50","1",""
"OR (M64, 0)","BASE","[≤1;8]","0.50","1",""
"OR (M64, I32)","BASE","[≤1;8]","0.50","1",""
"OR (M64, I8)","BASE","[≤1;8]","0.50","1",""
"OR (M64, R64)","BASE","[≤1;8]","0.50","1",""
"OR (M8, 0)","BASE","[≤1;8]","0.52","1",""
"OR (M8, I8)","BASE","[≤1;8]","0.52","1",""
"OR (M8, R8h)","BASE","[≤1;8]","0.52","1",""
"OR (M8, R8l)","BASE","[≤1;8]","0.54","1",""
"OR (R16, 0)","BASE","1","0.20","1",""
"OR (R16, I16)","BASE","1","0.20","1",""
"OR (R16, I8)","BASE","1","0.20","1",""
"OR (R16, M16)","BASE","[≤1;5]","0.25","1",""
"OR (R32, 0)","BASE","1","0.20","1",""
"OR (R32, I32)","BASE","1","0.20","1",""
"OR (R32, I8)","BASE","1","0.20","1",""
"OR (R32, M32)","BASE","[≤1;5]","0.25","1",""
"OR (R64, 0)","BASE","1","0.20","1",""
"OR (R64, I32)","BASE","1","0.20","1",""
"OR (R64, I8)","BASE","1","0.20","1",""
"OR (R64, M64)","BASE","[≤1;5]","0.25","1",""
"OR (R8h, 0)","BASE","1","0.25","1",""
"OR (R8h, I8)","BASE","1","0.25","1",""
"OR (R8h, M8)","BASE","[≤1;5]","0.27","1",""
"OR (R8l, M8)","BASE","[≤1;5]","0.25","1",""
"OR (RAX, I32)","BASE","1","0.27","1",""
"OR_08 (R8h, R8h)","BASE","1","0.33","1",""
"OR_08 (R8h, R8l)","BASE","1","0.33","1",""
"OR_08 (R8l, R8h)","BASE","1","0.33","1",""
"OR_08 (R8l, R8l)","BASE","1","0.20","1",""
"OR_09 (R16, R16)","BASE","1","0.20","1",""
"OR_09 (R32, R32)","BASE","1","0.20","1",""
"OR_09 (R64, R64)","BASE","1","0.20","1",""
"OR_0A (R8h, R8h)","BASE","1","0.33","1",""
"OR_0A (R8h, R8l)","BASE","1","0.33","1",""
"OR_0A (R8l, R8h)","BASE","1","0.33","1",""
"OR_0A (R8l, R8l)","BASE","1","0.20","1",""
"OR_0B (R16, R16)","BASE","1","0.20","1",""
"OR_0B (R32, R32)","BASE","1","0.20","1",""
"OR_0B (R64, R64)","BASE","1","0.20","1",""
"OR_LOCK (M16, 0)","BASE","[≤7;18]","19.77","1",""
"OR_LOCK (M16, I16)","BASE","[≤7;18]","19.77","1",""
"OR_LOCK (M16, I8)","BASE","[≤7;18]","19.77","1",""
"OR_LOCK (M16, R16)","BASE","[1;18]","19.78","1",""
"OR_LOCK (M32, 0)","BASE","[≤8;18]","19.78","1",""
"OR_LOCK (M32, I32)","BASE","[≤8;17]","19.78","1",""
"OR_LOCK (M32, I8)","BASE","[≤8;17]","19.78","1",""
"OR_LOCK (M32, R32)","BASE","[1;17]","19.78","1",""
